StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9
2021-04-18 13:41:09,2021-04-18 13:52:21,IP Address,136.49.10.48,100,672,True,2021-04-18 13:52:23,R_SDxLTc3XN5y9U6B,,,,,30.1746063232421875,-97.8202972412109375,anonymous,EN,Carpe Datum,"3, Acceptable","4, Good","4, Good","2, Needs Improvement","3, Acceptable","5, Exceptional","1, went over time (10 min)",
2021-04-18 13:41:28,2021-04-18 13:52:29,IP Address,73.166.16.157,100,660,True,2021-04-18 13:52:30,R_27Bz0IwkgrW4S6G,,,,,29.542205810546875,-95.321197509765625,anonymous,EN,Carpe Datum,"4, Good","4, Good","4, Good","5, Exception","5, Exceptional","5, Exceptional","1, went over time (10 min)","'+ves: Great job and great team name! Approach to well interaction
improve: maybe more on why the random forest, a few slides could have been less wordy, time management
"
2021-04-18 13:41:10,2021-04-18 13:53:19,IP Address,174.50.22.92,100,728,True,2021-04-18 13:53:19,R_2QlEJbpZYhknK6D,,,,,35.0644073486328125,-89.6759033203125,anonymous,EN,Carpe Datum,"3, Acceptable","4, Good","3, Acceptable","3, Acceptable","4, Good","4, Good","1, went over time (10 min)","Would have loved them to tie to the business value as well as the mathmatical value.  Process well done diagram. Maybe highlight during correlation plots when they were nervous so it helps focus. Liked the Voronoi map and proximity explored to help operations. Good Explain ability. good decisions on models. "
2021-04-18 13:53:22,2021-04-18 14:01:24,IP Address,174.50.22.92,100,481,True,2021-04-18 14:01:24,R_10oQyDrUDarJ9LL,,,,,35.0644073486328125,-89.6759033203125,anonymous,EN,Github Heroes,"3, Acceptable","4, Good","2, Needs Improvement","2, Needs Improvement","2, Needs Improvement","3, Acceptable","5, Finished presentation in 10 min or less",unable to complete the process analysis.  They were good for the steps they were able to complete. They needed a bit more time on their graphs and messaging to make it easier to follow the logic and conclusion
2021-04-18 13:52:24,2021-04-18 14:01:38,IP Address,136.49.10.48,100,554,True,2021-04-18 14:01:39,R_0DkMfpBf7JjzsKB,,,,,30.1746063232421875,-97.8202972412109375,anonymous,EN,Github Heroes,"4, Good","4, Good","3, Acceptable","2, Needs Improvement","2, Needs Improvement","4, Good","5, Finished presentation in 10 min or less",
2021-04-18 13:52:02,2021-04-18 14:01:49,IP Address,165.225.217.53,100,586,True,2021-04-18 14:01:49,R_3qyVNkOwVDAFztn,,,,,32.779693603515625,-96.8022003173828125,anonymous,EN,Github Heroes,"4, Good","3, Acceptable","4, Good","3, Acceptable","4, Good","4, Good","5, Finished presentation in 10 min or less","Good presentation. Opportunity to improve visualization, co-ordination between team members"
2021-04-18 13:52:32,2021-04-18 14:01:57,IP Address,73.166.16.157,100,565,True,2021-04-18 14:01:57,R_1l6MLq3o2yKRFzF,,,,,29.542205810546875,-95.321197509765625,anonymous,EN,Github Heroes,"5, Exceptional","4, Good","4, Good","4, Good","3, Acceptable","3, Acceptable","5, Finished presentation in 10 min or less","'+ves: great job team!, approach to feature imputation 
-vs: uncertainty analysis, have all team members present"
2021-04-18 13:52:00,2021-04-18 14:01:58,IP Address,66.68.62.107,100,597,True,2021-04-18 14:01:58,R_2PAnPfmwbhbfyxD,,,,,30.4031982421875,-97.75299835205078125,anonymous,EN,Github Heroes,"4, Good","3, Acceptable","4, Good","3, Acceptable","4, Good","3, Acceptable","5, Finished presentation in 10 min or less","Unique choice for MICE imputation, glad to see it. I like your choice of adding oil water contact distance as a feature"
2021-04-18 14:02:07,2021-04-18 14:14:01,IP Address,165.225.217.53,100,714,True,2021-04-18 14:14:02,R_Rrd9QWNPR1qtVOp,,,,,32.779693603515625,-96.8022003173828125,anonymous,EN,ANTICLINE,"5, Exceptional","5, Exceptional","4, Good","5, Exception","4, Good","4, Good","1, went over time (10 min)","I really like the Uncertainty assessment part here, because they play a key role in making business decisions and handling the associated risks, data augmentation could also be worked on"
2021-04-18 14:01:27,2021-04-18 14:14:03,IP Address,174.50.22.92,100,756,True,2021-04-18 14:14:03,R_3lyvyWH1K1tFUC1,,,,,35.0644073486328125,-89.6759033203125,anonymous,EN,ANTICLINE,"4, Good","4, Good","4, Good","5, Exception","4, Good","4, Good","1, went over time (10 min)",Identified the constraints were good. Start small and go fast. Understand the challenges in operations. Models were easy to follow and flow was good. They had background in the industry from their discussion. Water content and production found correlations.  Good key observation chart. Animation good.
2021-04-18 14:01:40,2021-04-18 14:14:09,IP Address,136.49.10.48,100,748,True,2021-04-18 14:14:09,R_3F2qLPXN0zsf2ys,,,,,30.1746063232421875,-97.8202972412109375,anonymous,EN,ANTICLINE,"4, Good","4, Good","4, Good","5, Exception","4, Good","5, Exceptional","1, went over time (10 min)",
2021-04-18 14:02:01,2021-04-18 14:14:10,IP Address,66.68.62.107,100,729,True,2021-04-18 14:14:10,R_3iyVdTykvae40T4,,,,,30.4031982421875,-97.75299835205078125,anonymous,EN,ANTICLINE,"3, Acceptable","5, Exceptional","4, Good","5, Exception","4, Good","4, Good","1, went over time (10 min)","interesting reservoir modelling, seems useful for production modelling. Really unique choice of a convolutional network for making production predictions"
2021-04-18 14:02:02,2021-04-18 14:14:30,IP Address,73.166.16.157,100,748,True,2021-04-18 14:14:30,R_2XoqO3Sie1bIku8,,,,,29.542205810546875,-95.321197509765625,anonymous,EN,ANTICLINE,"4, Good","5, Exceptional","5, Exceptional","4, Good","5, Exceptional","5, Exceptional","1, went over time (10 min)","'+vs: good job team! great setup, approach and explanations to model selection
improve: time management, would have liked to see results"
2021-04-18 14:24:51,2021-04-18 14:25:16,IP Address,66.68.93.17,100,25,True,2021-04-18 14:25:16,R_PAPBhg7ldtc7nTr,,,,,30.3699951171875,-97.94370269775390625,anonymous,EN,Fooled by Randomness,"1, Poor","1, Poor","1, Poor","1, Poor","1, Poor","1, Poor","1, went over time (10 min)",None
2021-04-18 14:25:20,2021-04-18 14:25:43,IP Address,66.68.93.17,100,23,True,2021-04-18 14:25:44,R_1LzXrqOXqvNuq86,,,,,30.3699951171875,-97.94370269775390625,anonymous,EN,The Nomads,"1, Poor","1, Poor","1, Poor","1, Poor","1, Poor","1, Poor","1, went over time (10 min)",None
2021-04-18 14:14:12,2021-04-18 14:25:59,IP Address,136.49.10.48,100,706,True,2021-04-18 14:25:59,R_02kbvc0YqRslgpH,,,,,30.1746063232421875,-97.8202972412109375,anonymous,EN,HARRR,"3, Acceptable","3, Acceptable","4, Good","5, Exception","1, Poor","4, Good","5, Finished presentation in 10 min or less",
2021-04-18 14:14:06,2021-04-18 14:26:08,IP Address,174.50.22.92,100,721,True,2021-04-18 14:26:08,R_2TzTvvF6w7fEv5J,,,,,35.0644073486328125,-89.6759033203125,anonymous,EN,HARRR,"3, Acceptable","3, Acceptable","2, Needs Improvement","3, Acceptable","3, Acceptable","2, Needs Improvement","1, went over time (10 min)",Would be nice for workflow diagram. Great data. Presentations and flow may be improved. Charts were flipped back and forth so got lost a bit on the message and flow.
2021-04-18 14:25:45,2021-04-18 14:26:08,IP Address,66.68.93.17,100,22,True,2021-04-18 14:26:08,R_cOPkgllv0Zi7yO5,,,,,30.3699951171875,-97.94370269775390625,anonymous,EN,404 Not Found,"1, Poor","1, Poor","1, Poor","1, Poor","1, Poor","1, Poor","1, went over time (10 min)",None
2021-04-18 14:14:32,2021-04-18 14:26:19,IP Address,73.166.16.157,100,706,True,2021-04-18 14:26:19,R_2DS0FlAdAWwUsJj,,,,,29.542205810546875,-95.321197509765625,anonymous,EN,HARRR,"4, Good","4, Good","4, Good","4, Good","5, Exceptional","4, Good","1, went over time (10 min)","'+ves: great job guys!, good job with engineered features, model selection, ask for bigger prizes :)
improve: some wordy slides, small presentation flow hickups"
2021-04-18 14:14:12,2021-04-18 14:26:21,IP Address,66.68.62.107,100,729,True,2021-04-18 14:26:22,R_2Y4E8Lo8lblo1xs,,,,,30.4031982421875,-97.75299835205078125,anonymous,EN,HARRR,"4, Good","4, Good","3, Acceptable","3, Acceptable","4, Good","3, Acceptable","1, went over time (10 min)","first team to visualize the well log data, turned out well. I like the fault distance parameter to investigate geologic control on production as well"
2021-04-18 14:26:14,2021-04-18 14:26:36,IP Address,66.68.93.17,100,21,True,2021-04-18 14:26:36,R_w0iya7w4iYTgMw1,,,,,30.3699951171875,-97.94370269775390625,anonymous,EN,ripROACH,"1, Poor","1, Poor","1, Poor","1, Poor","1, Poor","1, Poor","1, went over time (10 min)",None
2021-04-18 14:14:13,2021-04-18 14:26:37,IP Address,165.225.217.53,100,744,True,2021-04-18 14:26:38,R_1Lvzhqu1OqwhV92,,,,,32.779693603515625,-96.8022003173828125,anonymous,EN,HARRR,"4, Good","5, Exceptional","5, Exceptional","4, Good","2, Needs Improvement","2, Needs Improvement","1, went over time (10 min)","Good work, needs improvement on presentation skills"
2021-04-18 14:26:38,2021-04-18 14:27:00,IP Address,66.68.93.17,100,21,True,2021-04-18 14:27:00,R_3LaNo9kfoLRZPsz,,,,,30.3699951171875,-97.94370269775390625,anonymous,EN,PumpJack,"1, Poor","1, Poor","1, Poor","1, Poor","1, Poor","1, Poor","1, went over time (10 min)",None
2021-04-18 12:49:26,2021-04-18 14:30:51,IP Address,98.201.26.118,100,6085,True,2021-04-18 14:30:52,R_2dxY72qBs9clTX8,,,,,29.8677978515625,-95.829803466796875,anonymous,EN,The Roaring Kitties,"3, Acceptable","4, Good","4, Good","3, Acceptable","4, Good","5, Exceptional","5, Finished presentation in 10 min or less","Great presentation, passion, teamwork and energy"
2021-04-18 14:31:38,2021-04-18 14:32:33,IP Address,98.201.26.118,100,55,True,2021-04-18 14:32:34,R_PBVyitWhygUn9ex,,,,,29.8677978515625,-95.829803466796875,anonymous,EN,ANTICLINE,"3, Acceptable","4, Good","4, Good","4, Good","5, Exceptional","4, Good","1, went over time (10 min)",Great visualizations.
2021-04-18 14:32:36,2021-04-18 14:33:16,IP Address,98.201.26.118,100,40,True,2021-04-18 14:33:16,R_3pgzixcb25Iklgs,,,,,29.8677978515625,-95.829803466796875,anonymous,EN,BAY,"3, Acceptable","4, Good","4, Good","4, Good","3, Acceptable","4, Good","5, Finished presentation in 10 min or less",
2021-04-18 14:26:56,2021-04-18 14:35:18,IP Address,174.50.22.92,100,502,True,2021-04-18 14:35:19,R_1IlR49ohsp4nwMa,,,,,35.0644073486328125,-89.6759033203125,anonymous,EN,High Risk Low Return,"4, Good","4, Good","4, Good","3, Acceptable","3, Acceptable","4, Good","5, Finished presentation in 10 min or less","Good Flow and defense on their flow analysis.  Ran into time constraints, but did well.  Good teamwork. Issue with the parameters but did not have time. Good summary."
2021-04-18 14:26:26,2021-04-18 14:35:22,IP Address,66.68.62.107,100,535,True,2021-04-18 14:35:22,R_2WBiwOElJqojs08,,,,,30.4031982421875,-97.75299835205078125,anonymous,EN,High Risk Low Return,"5, Exceptional","4, Good","5, Exceptional","4, Good","4, Good","5, Exceptional","5, Finished presentation in 10 min or less",great map of production for EDA. Nice to see you use rock properties for imputation
2021-04-18 14:26:01,2021-04-18 14:35:26,IP Address,136.49.10.48,100,565,True,2021-04-18 14:35:26,R_29wdxiELn36oEX7,,,,,30.1746063232421875,-97.8202972412109375,anonymous,EN,High Risk Low Return,"4, Good","4, Good","4, Good","4, Good","4, Good","5, Exceptional","5, Finished presentation in 10 min or less",
2021-04-18 14:26:50,2021-04-18 14:35:33,IP Address,165.225.217.53,100,522,True,2021-04-18 14:35:33,R_2v67bpoYayP2KSf,,,,,32.779693603515625,-96.8022003173828125,anonymous,EN,High Risk Low Return,"5, Exceptional","5, Exceptional","5, Exceptional","5, Exception","5, Exceptional","5, Exceptional","5, Finished presentation in 10 min or less",Great presentation
2021-04-18 14:26:26,2021-04-18 14:35:57,IP Address,73.166.16.157,100,570,True,2021-04-18 14:35:57,R_1KcEUFAOfmYfYLt,,,,,29.542205810546875,-95.321197509765625,anonymous,EN,High Risk Low Return,"5, Exceptional","5, Exceptional","5, Exceptional","4, Good","5, Exceptional","5, Exceptional","5, Finished presentation in 10 min or less","'+ves: Great job guys! Good setup and approach to imputations and model selection. "
2021-04-18 14:37:00,2021-04-18 14:41:29,IP Address,98.201.26.118,100,269,True,2021-04-18 14:41:29,R_3JEhWjE1dziqPts,,,,,29.8677978515625,-95.829803466796875,anonymous,EN,Carpe Datum,"3, Acceptable","4, Good","3, Acceptable","4, Good","4, Good","3, Acceptable","1, went over time (10 min)",
2021-04-18 14:41:31,2021-04-18 14:42:02,IP Address,98.201.26.118,100,30,True,2021-04-18 14:42:02,R_ZmCXmES0gHmTgc1,,,,,29.8677978515625,-95.829803466796875,anonymous,EN,Darcy Analytics,"4, Good","4, Good","3, Acceptable","4, Good","3, Acceptable","4, Good","5, Finished presentation in 10 min or less",
2021-04-18 14:35:32,2021-04-18 14:43:29,IP Address,136.49.10.48,100,477,True,2021-04-18 14:43:30,R_DrcElPOZtbHwroB,,,,,30.1746063232421875,-97.8202972412109375,anonymous,EN,MOAR Drilling,"4, Good","3, Acceptable","4, Good","2, Needs Improvement","3, Acceptable","5, Exceptional","5, Finished presentation in 10 min or less",
2021-04-18 14:35:34,2021-04-18 14:43:37,IP Address,174.50.22.92,100,483,True,2021-04-18 14:43:37,R_3KI9TTQmpBChyXa,,,,,35.0644073486328125,-89.6759033203125,anonymous,EN,MOAR Drilling,"3, Acceptable","4, Good","3, Acceptable","4, Good","4, Good","4, Good","5, Finished presentation in 10 min or less",Good predictions and direct.  Good workflow chart. Went decision tree versus linear regression so thought and cut down on bias. Shared among the team and flowed.  Feedback came quick and wanted to learn more their work.  Glad to have the team.
2021-04-18 14:35:25,2021-04-18 14:43:46,IP Address,66.68.62.107,100,500,True,2021-04-18 14:43:47,R_1CJCFoHYIfZwier,,,,,30.4031982421875,-97.75299835205078125,anonymous,EN,MOAR Drilling,"5, Exceptional","4, Good","4, Good","5, Exception","4, Good","4, Good","5, Finished presentation in 10 min or less",cool idea of creating an ensemble gradient boosted tree
2021-04-18 14:35:58,2021-04-18 14:44:15,IP Address,73.166.16.157,100,497,True,2021-04-18 14:44:15,R_OHHOCPb4JLI3AfT,,,,,29.542205810546875,-95.321197509765625,anonymous,EN,MOAR Drilling,"4, Good","5, Exceptional","4, Good","5, Exception","5, Exceptional","5, Exceptional","5, Finished presentation in 10 min or less","'+ves: Great job team! Good clean slides, approach to bias, suggestion to combine with physics based model"
2021-04-18 14:36:23,2021-04-18 14:44:33,IP Address,165.225.217.53,100,489,True,2021-04-18 14:44:33,R_1hTgON4KM3qjeps,,,,,32.779693603515625,-96.8022003173828125,anonymous,EN,MOAR Drilling,"5, Exceptional","5, Exceptional","5, Exceptional","5, Exception","5, Exceptional","5, Exceptional","5, Finished presentation in 10 min or less","Very good presentation and good co-ordination + visualization skills "
2021-04-18 14:42:04,2021-04-18 14:44:35,IP Address,98.201.26.118,100,150,True,2021-04-18 14:44:35,R_1KvWjPEonCjN2XV,,,,,29.8677978515625,-95.829803466796875,anonymous,EN,Github Heroes,"3, Acceptable","3, Acceptable","3, Acceptable","4, Good","3, Acceptable","3, Acceptable","5, Finished presentation in 10 min or less",
2021-04-18 14:44:43,2021-04-18 14:48:20,IP Address,98.201.26.118,100,216,True,2021-04-18 14:48:20,R_1CEIr6ggm4RZWpn,,,,,29.8677978515625,-95.829803466796875,anonymous,EN,HARRR,"4, Good","4, Good","4, Good","4, Good","3, Acceptable","4, Good","5, Finished presentation in 10 min or less",I really liked that you blended data science with geoscience.
2021-04-18 14:48:25,2021-04-18 14:49:23,IP Address,98.201.26.118,100,57,True,2021-04-18 14:49:23,R_2at1zqjmSCegsRf,,,,,29.8677978515625,-95.829803466796875,anonymous,EN,High Risk Low Return,"4, Good","4, Good","4, Good","5, Exception","4, Good","5, Exceptional","5, Finished presentation in 10 min or less",Great presentation
2021-04-18 14:49:27,2021-04-18 14:51:52,IP Address,98.201.26.118,100,144,True,2021-04-18 14:51:52,R_2R3KpaDOuVlMTqt,,,,,29.8677978515625,-95.829803466796875,anonymous,EN,MOAR Drilling,"3, Acceptable","4, Good","4, Good","3, Acceptable","4, Good","4, Good","5, Finished presentation in 10 min or less",
2021-04-18 14:45:43,2021-04-18 14:53:44,IP Address,174.50.22.92,100,481,True,2021-04-18 14:53:44,R_3qHzSsYx0x157xr,,,,,35.0644073486328125,-89.6759033203125,anonymous,EN,NaN,"2, Needs Improvement","3, Acceptable","3, Acceptable","2, Needs Improvement","3, Acceptable","3, Acceptable","5, Finished presentation in 10 min or less",maybe dig a bit deeper on summary and connection to the flow. Maybe a few key points on the EDA and connection to the slides and statements to the feature selection. A bit harder to follow. Went a bit fast. Glad they contributed and participated. Learned a lot about petro and GitHub technology
2021-04-18 14:44:58,2021-04-18 14:53:50,IP Address,165.225.217.53,100,532,True,2021-04-18 14:53:51,R_2xxiAlkkEj8KCCG,,,,,32.779693603515625,-96.8022003173828125,anonymous,EN,NaN,"4, Good","3, Acceptable","3, Acceptable","4, Good","4, Good","4, Good","5, Finished presentation in 10 min or less","Uncertainty estimation was an interesting part, non geology background  might be a deterrent, inspite of that the team did well"
2021-04-18 14:43:50,2021-04-18 14:54:05,IP Address,66.68.62.107,100,615,True,2021-04-18 14:54:05,R_1F3RLmC2VABFvBi,,,,,30.4031982421875,-97.75299835205078125,anonymous,EN,NaN,"3, Acceptable","3, Acceptable","4, Good","3, Acceptable","4, Good","4, Good","5, Finished presentation in 10 min or less","good EDA viz to eyeball production as a first pass, the distance from structure top is a unique feature and is pretty intuitive. Great work as non PE majors!"
2021-04-18 14:43:31,2021-04-18 14:54:07,IP Address,136.49.10.48,100,635,True,2021-04-18 14:54:07,R_3ptCyL0gEkLdUZ9,,,,,30.1746063232421875,-97.8202972412109375,anonymous,EN,NaN,"3, Acceptable","4, Good","2, Needs Improvement","4, Good","3, Acceptable","5, Exceptional","5, Finished presentation in 10 min or less",
2021-04-18 14:44:17,2021-04-18 14:54:12,IP Address,73.166.16.157,100,594,True,2021-04-18 14:54:12,R_1GK5lPCaBtIG8hT,,,,,29.542205810546875,-95.321197509765625,anonymous,EN,NaN,"4, Good","4, Good","5, Exceptional","5, Exception","5, Exceptional","5, Exceptional","5, Finished presentation in 10 min or less","Great job guys! Good approach to feature ranking, model selection, hyperparameter tuning"
2021-04-18 14:54:08,2021-04-18 15:04:21,IP Address,136.49.10.48,100,612,True,2021-04-18 15:04:21,R_Ra8XJuPQrZc1Xb3,,,,,30.209503173828125,-97.79720306396484375,anonymous,EN,Smart Horns,"3, Acceptable","3, Acceptable","2, Needs Improvement","4, Good","3, Acceptable","5, Exceptional","5, Finished presentation in 10 min or less",
2021-04-18 14:53:46,2021-04-18 15:04:34,IP Address,174.50.22.92,100,647,True,2021-04-18 15:04:34,R_BYCxqoSQrIbn9tf,,,,,35.0644073486328125,-89.6759033203125,anonymous,EN,Smart Horns,"3, Acceptable","3, Acceptable","3, Acceptable","2, Needs Improvement","3, Acceptable","3, Acceptable","5, Finished presentation in 10 min or less","A bit more detail would have been great. Glad they were able to participate. Visualization looked good, flowing and connecting the steps and screen shots would be great. Good graphics started to connect later in the presentation. Would be great to setup earlier.  "
