StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9
2023-01-22 14:15:45,2023-01-22 14:21:03,IP Address,198.214.81.219,100,318,True,2023-01-22 14:21:04,R_2yqDV5al9JC6ThL,,,,,30.2887,-97.7398,anonymous,EN,Anticline2023,"5, Exceptional","4, Good","5, Exceptional","5, Exception","5, Exceptional","5, Exceptional","5, Finished presentation in 10 min or less","Good on summary and presenting results at the beginning. 
Explained approach of supervised/unsupervised. Used charts to explain workflow. 
Used statistical binning. Explained model algorithms clearly and approaches. Very clear overall. "
2023-01-22 14:14:15,2023-01-22 14:21:15,IP Address,107.77.217.170,100,420,True,2023-01-22 14:21:15,R_322xQNES6gWrISa,,,,,29.81,-95.5608,anonymous,EN,Anticline2023,"3, Acceptable","3, Acceptable","4, Good","4, Good","4, Good","5, Exceptional","5, Finished presentation in 10 min or less",
2023-01-22 14:13:51,2023-01-22 14:21:25,IP Address,174.246.199.240,100,454,True,2023-01-22 14:21:26,R_3e3qhV0iAoOl3ml,,,,,30.4032,-97.753,anonymous,EN,Anticline2023,"4, Good","4, Good","4, Good","4, Good","4, Good","4, Good","5, Finished presentation in 10 min or less","Good insights on failure time series impacts. Very good accuracy, suspect?"
2023-01-22 14:13:39,2023-01-22 14:21:40,IP Address,198.214.80.34,100,480,True,2023-01-22 14:21:40,R_SDbrcUdgk0QSqDn,,,,,30.2887,-97.7398,anonymous,EN,Anticline2023,"3, Acceptable","4, Good","4, Good","3, Acceptable","4, Good","4, Good","5, Finished presentation in 10 min or less","Why traditional time series models were not utilized ?
XGboost ---90%? how did you ensure overfitting..."
2023-01-22 14:15:05,2023-01-22 14:21:46,IP Address,174.202.230.238,100,400,True,2023-01-22 14:21:46,R_3Rrsdm1KUFbntXK,,,,,29.7502,-95.471,anonymous,EN,Anticline2023,"4, Good","4, Good","5, Exceptional","5, Exception","5, Exceptional","4, Good","5, Finished presentation in 10 min or less",Great job setting things up & with visualizations & model selection. Enjoyed the humor. Keep up the good work!
2023-01-22 14:21:21,2023-01-22 14:27:34,IP Address,107.77.217.170,100,373,True,2023-01-22 14:27:34,R_2v1cDrrfG7Xkyia,,,,,29.81,-95.5608,anonymous,EN,TJ,"3, Acceptable","4, Good","5, Exceptional","3, Acceptable","4, Good","4, Good","5, Finished presentation in 10 min or less",
2023-01-22 14:21:43,2023-01-22 14:27:47,IP Address,198.214.80.34,100,363,True,2023-01-22 14:27:47,R_25ZwLeDk3RQ4Ir8,,,,,30.2887,-97.7398,anonymous,EN,TJ,"4, Good","4, Good","3, Acceptable","3, Acceptable","3, Acceptable","3, Acceptable","5, Finished presentation in 10 min or less",
2023-01-22 14:21:48,2023-01-22 14:28:15,IP Address,174.202.230.238,100,387,True,2023-01-22 14:28:15,R_3dG0z9c48P0YcIz,,,,,29.7502,-95.471,anonymous,EN,TJ,"5, Exceptional","4, Good","4, Good","4, Good","5, Exceptional","5, Exceptional","5, Finished presentation in 10 min or less","Great executive summary clean visuals & results slide. Great job guys! . "
2023-01-22 14:21:27,2023-01-22 14:28:16,IP Address,174.246.199.240,100,409,True,2023-01-22 14:28:16,R_AKyd53SkVD3O8CJ,,,,,30.4032,-97.753,anonymous,EN,TJ,"3, Acceptable","4, Good","4, Good","3, Acceptable","4, Good","3, Acceptable","5, Finished presentation in 10 min or less","Also very high accuracy, spent time trilling to fill in data gaps"
2023-01-22 14:21:41,2023-01-22 14:28:30,IP Address,198.214.81.219,100,408,True,2023-01-22 14:28:30,R_2CjPjXiitJtAdR7,,,,,30.2887,-97.7398,anonymous,EN,TJ,"4, Good","3, Acceptable","3, Acceptable","3, Acceptable","3, Acceptable","5, Exceptional","5, Finished presentation in 10 min or less","Good outline of the workflow and imputation. Good visual of imputation window. Need more on results and models. "
